0,3.396435241
0.246498599,5.555038682
0.49859944,7.21368214
0.743977591,8.500857009
0.999439776,9.530949046
1.251540616,10.33244965
1.496918768,10.99105309
1.749019608,11.54969655
1.994397759,12.05115713
2.246498599,12.5240863
2.501960784,12.99703548
2.747338936,13.39849607
2.999439776,13.87142524
3.986622074,15.95744681
4.969899666,18.08510638
5.993311037,20.42553191
6.996655518,22.9787234
7.97993311,25.74468085
8.983277592,29.04255319
9.986622074,32.9787234
10.98996656,37.34042553
12.03344482,41.91489362
12.99665552,45.85106383
14.02006689,49.46808511
15.00334448,52.12765957
16.00668896,54.04255319
17.03010033,55.21276596
18.01337793,56.27659574
19.01672241,57.34042553
20,58.29787234
