,0
0,38.0764701053106
1,30.62027011466036
2,14.856617049888014
3,13.53447539163648
4,7.634650191736395
5,12.311292947964056
6,11.424333540841225
7,23.175215277362074
8,35.27056107187681
9,36.09715592809343
10,46.51096580056464
11,34.541684265566595
12,32.17696716344931
13,33.027290045291
14,43.877772035410416
15,27.782534025011657
16,30.283800096804615
17,31.272833626833382
18,33.75033459370384
19,34.136872605971014
20,39.114041198181624
21,38.152775947601945
22,39.86878018531168
23,39.42671376834881
24,34.9685306783363
25,40.473970358445776
26,45.70016900637973
27,56.94726776497536
28,44.06481556088354
29,25.10803882355442
30,24.873210681464837
31,22.949370415936638
32,30.99050873094372
33,42.3344646353267
34,39.64648480157553
35,31.722941098572704
36,36.07919560818637
37,33.109855210451485
38,33.920730840805795
39,33.25707026247162
40,31.736365079008305
41,43.50788990593736
42,52.00882503099458
43,50.38691222689276
44,49.326755306657944
45,50.88090339489837
46,44.75590562305893
47,44.97487710107452
48,41.13115653066615
49,28.42191588733932
50,35.4076760326685
51,37.15680656920611
52,36.688044970809855
53,37.83739819861151
54,44.06481656787155
55,33.91672978505091
56,42.958814554238536
57,42.15105357011247
58,40.50060452083161
59,38.69289997801086
60,39.161696999133525
61,71.90379275630858
62,39.29561144589695
63,43.57349337483436
64,35.20213298684409
65,36.31426136573183
66,36.14856380222416
67,53.78668720043538
68,60.251085727643364
69,31.84407937815289
70,30.663371264493758
71,41.07417454198191
72,38.84405457896047
73,40.599616679842626
74,36.820547685678456
75,39.70855858337518
76,40.44865705197427
77,41.977137092543686
78,40.98038694685393
79,47.78916634551776
80,64.67873433773768
81,52.76418615082292
82,48.635723896709656
83,37.8676867277564
84,41.15839738098403
85,41.39357985071041
86,39.08953530960159
87,39.21537005267157
88,37.73311526616536
89,31.956407975967544
90,27.966723432358172
91,35.610541522346566
92,37.25940070433975
93,34.29370050917101
94,36.98040500320749
95,37.4321314883146
96,41.81944333520541
97,23.074362668215134
98,39.92880190084772
99,39.67410317457424
100,37.97079344657541
101,37.34199100678899
102,45.371863833566266
103,40.72365794025216
104,39.37293532344429
105,42.882877894893966
106,38.03092611454723
107,39.58348997847687
108,36.327735720265125
109,39.022874241322235
110,35.3311929903456
111,36.598234144838386
112,36.83132741060185
113,37.73268584096506
114,37.09568864529558
115,38.45184619192806
116,37.81896336121318
117,39.59466588842154
118,36.56436327998012
119,37.61338461042171
120,35.51680191655971
121,42.29040818402613
122,37.155312314481506
123,38.81634435328264
124,42.806251424192475
125,44.995290287053336
126,47.74191530798285
127,34.054865570796125
128,32.67622893567199
129,32.14004660528185
130,58.510033515639584
131,59.35212768329881
132,60.81004583665007
133,36.57520888338757
134,38.28134771593121
135,40.999441910799995
136,38.19505351267366
137,35.67156899394132
138,43.59633027617801
139,44.62757836857203
140,34.13424843735111
141,41.11209661014111
142,42.733931094225305
143,45.30974197144876
144,38.156671884073745
145,47.41265552206374
146,42.946290181935
147,34.81512475679532
148,27.874904866452013
149,33.65460006108245
150,41.462932044898665
151,37.3892400336467
152,47.67046498364924
153,56.44260783482556
154,33.44429948271824
155,34.71820566978783
156,37.58696805347306
157,37.30143243491924
158,38.660989395196005
159,36.2647152596263
160,30.66618178188834
161,43.15276132411876
162,33.09273591686816
163,39.478290824203405
164,36.26559979293362
165,34.44013638558585
166,25.86771715880121
167,40.84558289997239
168,32.12219286939905
169,36.17038742200012
170,29.720079145537376
171,19.32489012912283
172,29.92577574266998
173,9.099888916966924
174,8.07625568694173
175,4.834812584621143
176,7.390363666779426
177,7.019991674215524
178,14.754655726699438
179,12.28189040120197
180,11.831650894436338
181,11.593016249017944
182,14.38515167709302
183,54.20784513675004
184,54.290983975000785
185,87.6780389861138
186,82.06865994218454
187,49.088680137608826
188,45.43824208766481
189,34.358035581687666
190,42.05415043430395
191,47.630618295315244
192,41.93425304032427
193,40.9633418237317
194,46.34529260114056
195,39.22996229073647
196,36.32344850600095
197,43.93455634810792
198,45.4505555351069
199,50.91582531143362
200,34.86732374926736
201,37.60301948927911
202,38.87887851081745
203,32.512833621225084
204,30.731238730564577
205,35.902550778408205
206,40.79591412415358
207,38.46821179071992
208,36.87987809212929
209,39.6663500273549
210,39.88225501154738
211,33.139607802297
