,0
0,69.02369169094038
1,76.99783085040832
2,75.26092034309823
3,73.94577912941658
4,88.65596526216932
5,87.09459370033137
6,91.40765132566514
7,63.51097641927844
8,68.82221214686595
9,60.66207851394353
10,114.6465832016036
11,89.31569151513136
12,117.3235334896997
13,112.16609601960516
14,137.52541649441662
15,81.15041193404365
16,90.75157470141023
17,98.66969149782152
18,84.21341528902882
19,92.57988492205341
20,82.94955547346596
21,100.24015149701907
22,102.94757728611079
23,96.1100510705718
24,99.6402525341106
25,96.55620028379086
26,102.065907605586
27,97.35903687609216
28,93.97124955502346
29,94.39352041633302
30,114.01994528072304
31,98.75554804046115
32,92.37124924952911
33,93.13732132225215
34,92.6643602463956
35,86.8643857864857
36,99.16072017468711
37,98.97820123551188
38,95.64429651488182
39,93.22884602770021
40,98.6481303816818
41,117.68880060174818
42,127.43615204712448
43,128.20373942338895
44,126.43773087066688
45,163.08978598970256
46,223.25587988130582
47,238.61156409086175
48,226.9346410965549
49,95.3726912956443
50,200.93668528017443
51,207.8563340823531
52,200.7688750364713
53,216.18823930408936
54,167.8532618394501
55,170.85295090970976
56,77.65174073053272
57,79.94404927675039
58,53.218467014575836
59,65.16118320534596
60,167.33380418683444
61,167.8489271476991
62,104.41963865122096
63,90.80076902899394
64,99.0433964343362
65,93.97712567394527
66,70.93862695481856
67,171.1183324306728
68,61.817158389692345
69,78.79669410617446
70,89.40025018531776
71,78.65964545885186
72,79.62314978041249
73,52.69131179301482
74,39.79454601448742
75,46.826891370577954
76,61.76294472439457
77,102.91320763085548
78,137.02127052146824
79,163.24379027221016
80,160.08959964838664
81,534.9092130295123
82,200.9900966278123
83,203.506561633265
84,80.38161260699158
85,81.97314434546713
86,48.94722901398888
87,53.007824211843754
88,58.17735841159365
89,87.07440989474767
90,84.09469622908472
91,104.62905531433867
92,107.91647717436197
93,108.14704761502897
94,93.9365451318858
95,93.2255219795324
96,85.53557467738091
97,100.95465865768557
98,99.90638320915207
99,101.14538168764409
100,98.67006325870669
101,106.47586980180003
102,109.38181403415476
103,109.75694814681452
104,66.3073934383013
105,110.40819029892599
106,82.258049678986
107,113.58044279669471
108,113.73510743298434
109,87.10660066180307
110,81.38015938629906
111,78.70809324409333
112,87.27315453040161
113,89.80570429767089
114,84.60109040398022
115,67.15950418702444
116,65.73408981781613
117,70.9215370220089
118,74.93033577379492
119,66.76125092363742
120,92.01935373464636
121,82.6572381943295
122,75.06335333935472
123,61.64650726097132
124,72.21356102586317
125,72.1457343775119
126,81.10905953724364
127,121.50910525318591
128,107.30084307938277
129,80.46869470143305
130,140.63564466873905
131,115.51992586211863
132,107.04745286056128
133,93.18700498172967
134,55.63868654631216
135,56.84002900964917
136,96.07383242712794
137,98.98951307348106
138,90.72847865452144
139,59.96365005986419
140,49.96992062574625
141,52.38521967524969
142,40.745023496865
143,51.84259092806351
144,52.754293362890834
145,64.97068536574432
146,53.77282280323176
147,56.533386229598115
148,89.47542253181018
149,97.00583764430307
150,97.3597255207131
151,88.42211995481517
152,99.16407902604305
153,95.40642684874148
154,97.08781608160173
155,93.04294848815016
156,94.37437354572991
157,113.01993286306197
158,89.32101480431798
159,108.84393508193457
160,106.27013514309351
161,103.2592386829698
162,96.7845591611332
163,90.9573385175191
164,96.73555852857818
165,108.44697971734593
166,110.41913720684173
167,91.65305699472349
168,78.97566873180686
169,120.44511836384643
170,116.64310685742632
171,96.77456084192107
172,95.82519780630442
173,94.58772977860094
174,98.66028485851858
175,96.91348959575888
176,96.7682430498195
177,97.17815818001297
178,101.2091054112419
179,97.85353968035817
180,99.7054348598262
181,89.70394640092992
182,82.38851186340159
183,76.32010267127646
184,82.06572150837675
185,73.42977870557094
186,83.89849255600903
187,98.33888896497265
188,91.7124935348466
189,99.01942855935492
190,93.29523146683238
191,84.61401234494156
192,97.14101326219016
193,93.8443917511199
194,102.02728174629874
195,98.91192951434161
196,99.6088697730966
197,100.63721879642863
198,100.5721723283425
199,101.87886784724145
200,97.87431404214989
201,99.317993533047
202,98.66072758779374
203,97.0786911601991
204,80.06342061483384
205,79.97506314373607
206,86.95344696092408
207,99.5246918101102
208,90.47521198491988
209,89.78808548452488
210,100.20080987922937
211,88.57089004855848
212,92.56132485267906
213,83.0651586444379
214,86.11394547892607
215,91.22311551593934
216,92.98352686130347
217,87.04935344765937
218,89.67458538714925
219,106.16294529007044
220,92.92453541580718
221,73.6277201329373
222,70.83208594745754
223,65.01698758668385
224,43.63829624472547
225,54.63874315832156
226,73.2746995605609
227,58.41875453668631
228,68.19433524503742
229,76.63816150921423
230,98.09761957943442
231,70.11739863433573
232,88.300839085204
233,97.86376979321092
234,37.07142258079474
235,61.58766287594528
236,118.57260581061261
237,174.81979575249912
238,70.47000057502264
239,91.14332935383072
240,73.67254675194351
241,59.12053662659752
242,70.28455095630743
243,84.8223563370802
244,116.92847238661771
245,142.64494548387736
246,140.61107331048953
247,146.5440336773368
248,149.74966882421745
249,143.56869574722558
250,119.09486995512948
251,99.15292982781737
252,90.03542920651618
253,144.53476237442456
254,87.44365613156785
255,88.36127245763201
256,99.7471553387879
257,98.09547849738672
258,97.70393182922622
259,102.56707450333711
260,106.913371150972
261,120.22223163142574
262,81.17909368482243
263,62.45754258627621
264,64.54693302309829
265,62.24139479526546
266,81.29542743832916
267,141.29808707244632
268,76.64289431479664
269,89.13283604311495
270,67.4438364342747
271,52.42250361514988
272,54.485512103690766
273,63.16695621240289
274,64.20944825590999
275,48.90761441809702
276,62.42273772955587
277,123.651999329369
278,112.30053938561116
279,89.39692087665372
280,148.91627201437677
281,145.25467147126847
282,48.29765677449879
283,44.45859629041088
